Customer_ID,Order_ID,Order_Date,Sales,Order_Sequence_Number
KB-16585,CA-2016-108868,2016-09-08,70.37,17
KB-16585,CA-2016-137330,2016-12-09,60.34,18
KB-16585,CA-2016-137330,2016-12-09,19.46,19
KB-16585,CA-2017-159352,2017-03-12,69.93,20
KB-16585,CA-2017-129357,2017-05-14,440.19,21
KB-16585,CA-2017-129357,2017-05-14,64.40,22
KB-16600,CA-2014-130960,2014-12-30,9.84,1
KB-16600,CA-2015-157035,2015-12-09,34.02,2
KB-16600,CA-2016-149671,2016-06-05,61.38,3
KB-16600,CA-2016-168361,2016-06-21,0.84,4
KB-16600,CA-2017-159156,2017-11-13,629.95,5
KB-16600,US-2017-118038,2017-12-09,27.24,6
KB-16600,US-2017-118038,2017-12-09,1.25,7
KB-16600,CA-2017-158673,2017-12-29,209.70,8
KC-16255,CA-2014-163293,2014-09-08,32.97,1
KC-16255,CA-2014-163293,2014-09-08,83.88,2
KC-16255,CA-2015-159590,2015-07-18,5.76,3
KC-16255,CA-2015-109470,2015-12-31,94.74,4
KC-16255,CA-2015-109470,2015-12-31,364.80,5
KC-16255,CA-2015-109470,2015-12-31,76.30,6
KC-16255,CA-2015-109470,2015-12-31,60.64,7
KC-16255,US-2016-128293,2016-06-02,64.78,8
KC-16255,US-2016-138408,2016-11-18,1319.96,9
KC-16540,CA-2015-125416,2015-11-02,447.93,1
KC-16540,CA-2016-145625,2016-09-11,7.61,2
KC-16540,CA-2016-145625,2016-09-11,3347.37,3
KC-16540,CA-2016-134691,2016-11-14,2.30,4
KC-16540,CA-2017-108910,2017-09-24,103.06,5
KC-16675,CA-2014-129819,2014-12-13,12.39,1
KC-16675,CA-2016-138695,2016-05-28,390.27,2
KC-16675,CA-2016-138695,2016-05-28,62.19,3
KC-16675,CA-2017-123687,2017-05-26,208.44,4
KC-16675,CA-2017-123687,2017-05-26,25.76,5
KC-16675,CA-2017-142636,2017-11-03,307.14,6
KC-16675,CA-2017-142636,2017-11-03,139.86,7
KD-16270,CA-2014-165309,2014-11-11,148.48,1
KD-16270,CA-2014-165309,2014-11-11,896.99,2
KD-16270,CA-2014-165309,2014-11-11,241.18,3
KD-16270,CA-2014-165309,2014-11-11,1.23,4
KD-16270,CA-2014-165309,2014-11-11,67.56,5
KD-16270,CA-2014-165309,2014-11-11,262.34,6
KD-16270,CA-2014-165309,2014-11-11,21.72,7
KD-16270,CA-2015-110870,2015-12-12,25.76,8
KD-16270,CA-2015-110870,2015-12-12,299.94,9
KD-16270,US-2016-143819,2016-03-01,26.38,10
KD-16270,US-2016-143819,2016-03-01,362.92,11
KD-16270,US-2016-143819,2016-03-01,4899.93,12
KD-16270,US-2016-143819,2016-03-01,836.59,13
KD-16270,CA-2016-119823,2016-06-04,75.88,14
KD-16270,CA-2016-130407,2016-09-02,75.48,15
KD-16270,CA-2016-130407,2016-09-02,39.98,16
KD-16345,US-2014-138828,2014-09-02,57.75,1
KD-16345,US-2014-138828,2014-09-02,14.94,2
KD-16345,CA-2014-113579,2014-12-13,90.24,3
KD-16345,CA-2015-145814,2015-11-19,5.98,4
KD-16345,CA-2015-145814,2015-11-19,861.76,5
KD-16345,US-2015-123218,2015-12-20,159.98,6
KD-16345,US-2015-123218,2015-12-20,255.97,7
KD-16345,US-2015-123218,2015-12-20,359.06,8
KD-16345,CA-2017-157833,2017-06-17,51.31,9
KD-16345,CA-2017-121468,2017-11-19,31.97,10
KD-16495,CA-2014-125136,2014-09-28,10.69,1
KD-16495,CA-2014-125136,2014-09-28,96.26,2
KD-16495,CA-2015-114811,2015-11-08,577.76,3
KD-16495,CA-2015-114811,2015-11-08,549.98,4
KD-16495,CA-2015-114811,2015-11-08,4643.80,5
KD-16495,CA-2015-114811,2015-11-08,11.82,6
KD-16495,CA-2015-114811,2015-11-08,67.15,7
KD-16495,US-2015-148817,2015-12-01,61.68,8
KD-16495,US-2015-148817,2015-12-01,63.96,9
KD-16495,CA-2015-121650,2015-12-10,191.96,10
KD-16495,CA-2015-121650,2015-12-10,2.61,11
KD-16495,CA-2015-121650,2015-12-10,801.96,12
KD-16495,CA-2015-121650,2015-12-10,3.90,13
KD-16495,CA-2015-125066,2015-12-14,56.30,14
KD-16495,CA-2015-125066,2015-12-14,6.16,15
KD-16495,CA-2016-123337,2016-09-16,273.67,16
KD-16495,CA-2016-123337,2016-09-16,17.48,17
KD-16495,US-2016-113985,2016-12-02,104.18,18
KD-16495,US-2016-113985,2016-12-02,59.70,19
KD-16495,US-2016-113985,2016-12-02,24.70,20
KD-16495,US-2016-113985,2016-12-02,14.52,21
KD-16495,US-2016-104794,2016-12-16,3.68,22
KD-16495,CA-2016-117226,2016-12-30,6.92,23
KD-16495,CA-2017-104619,2017-01-24,110.35,24
KD-16495,CA-2017-104619,2017-01-24,25.86,25
KD-16495,CA-2017-104619,2017-01-24,276.78,26
KD-16495,CA-2017-167542,2017-08-13,17.54,27
KD-16495,CA-2017-100825,2017-09-09,99.87,28
KD-16615,US-2015-129007,2015-09-13,131.88,1
KD-16615,US-2015-129007,2015-09-13,44.67,2
KD-16615,US-2015-129007,2015-09-13,209.70,3
KD-16615,US-2015-129007,2015-09-13,207.35,4
KD-16615,US-2015-129007,2015-09-13,25.03,5
KD-16615,US-2015-129007,2015-09-13,717.72,6
KD-16615,CA-2016-144792,2016-04-30,111.89,7
KD-16615,US-2016-102141,2016-08-26,146.69,8
KD-16615,CA-2017-155712,2017-03-02,107.65,9
KD-16615,CA-2017-129294,2017-03-16,70.46,10
KD-16615,CA-2017-129294,2017-03-16,310.12,11
KD-16615,CA-2017-129294,2017-03-16,140.67,12
KD-16615,CA-2017-129294,2017-03-16,19.68,13
KE-16420,CA-2014-112291,2014-04-03,11.16,1
KE-16420,CA-2014-112291,2014-04-03,159.98,2
KE-16420,CA-2014-112291,2014-04-03,62.31,3
KE-16420,US-2014-109162,2014-06-08,170.35,4
KE-16420,CA-2014-120096,2014-07-04,177.54,5
KE-16420,CA-2014-120096,2014-07-04,32.43,6
KE-16420,US-2015-163685,2015-06-01,42.24,7
KE-16420,US-2015-163685,2015-06-01,5.73,8
KE-16420,US-2015-166520,2015-07-16,80.88,9
KE-16420,US-2015-166520,2015-07-16,599.90,10
KE-16420,CA-2016-140417,2016-09-25,5.02,11
KE-16420,CA-2017-113873,2017-11-13,61.79,12
KE-16420,CA-2017-113873,2017-11-13,206.00,13
KE-16420,CA-2017-147550,2017-12-04,11.35,14
KF-16285,CA-2014-132451,2014-09-26,585.55,1
KF-16285,CA-2014-132451,2014-09-26,19.44,2
KF-16285,CA-2016-159016,2016-03-10,4158.91,3
KF-16285,CA-2016-159016,2016-03-10,14.90,4
KF-16285,CA-2017-166296,2017-03-13,314.55,5
KF-16285,CA-2017-112333,2017-04-08,2591.56,6
KF-16285,CA-2017-112333,2017-04-08,41.95,7
KF-16285,US-2017-148362,2017-07-01,169.99,8
KF-16285,US-2017-148362,2017-07-01,25.92,9
KF-16285,US-2017-148362,2017-07-01,443.92,10
KF-16285,CA-2017-149559,2017-09-11,12.96,11
KF-16285,CA-2017-149559,2017-09-11,2054.27,12
KF-16285,CA-2017-149559,2017-09-11,22.18,13
KF-16285,US-2017-132675,2017-09-24,14.28,14
KF-16285,US-2017-132675,2017-09-24,15.51,15
KF-16285,US-2017-132675,2017-09-24,89.90,16
KF-16285,US-2017-132675,2017-09-24,12.72,17
KF-16285,US-2017-132675,2017-09-24,15.75,18
KH-16330,CA-2014-138359,2014-04-01,66.96,1
KH-16330,CA-2014-138359,2014-04-01,6.24,2
KH-16330,CA-2014-160738,2014-05-05,45.25,3
KH-16330,CA-2014-140396,2014-11-20,34.74,4
KH-16330,CA-2014-140396,2014-11-20,833.94,5
KH-16330,CA-2014-140396,2014-11-20,25.92,6
KH-16330,CA-2014-140396,2014-11-20,12.96,7
KH-16330,CA-2016-153577,2016-06-27,539.66,8
KH-16330,CA-2016-153577,2016-06-27,37.46,9
KH-16330,CA-2016-157763,2016-07-18,140.81,10
KH-16330,CA-2017-128944,2017-06-19,760.12,11
KH-16330,CA-2017-128944,2017-06-19,38.78,12
KH-16330,CA-2017-128944,2017-06-19,122.33,13
KH-16330,CA-2017-158120,2017-11-17,19.61,14
KH-16330,CA-2017-158120,2017-11-17,4.16,15
KH-16330,CA-2017-120404,2017-11-20,569.99,16
KH-16330,CA-2017-120404,2017-11-20,50.97,17
KH-16330,CA-2017-120404,2017-11-20,2.97,18
KH-16360,CA-2014-118304,2014-04-29,19.98,1
KH-16360,CA-2014-127166,2014-05-21,56.06,2
KH-16360,CA-2014-127166,2014-05-21,107.77,3
KH-16360,CA-2014-127166,2014-05-21,4.83,4
KH-16360,CA-2014-127166,2014-05-21,18.24,5
KH-16360,CA-2016-101469,2016-07-02,7.70,6
KH-16360,CA-2016-137743,2016-07-30,9.25,7
KH-16360,CA-2016-137743,2016-07-30,1036.62,8
KH-16360,CA-2017-131156,2017-04-03,25.47,9
KH-16360,US-2017-158526,2017-12-29,300.98,10
KH-16360,US-2017-158526,2017-12-29,34.58,11
KH-16360,US-2017-158526,2017-12-29,12.53,12
KH-16360,US-2017-158526,2017-12-29,1207.84,13
KH-16360,US-2017-158526,2017-12-29,258.75,14
KH-16510,CA-2014-138023,2014-08-15,30.96,1
KH-16510,CA-2014-152233,2014-10-05,99.98,2
KH-16510,US-2014-109036,2014-12-20,31.05,3
KH-16510,CA-2015-133242,2015-06-18,450.04,4
KH-16510,CA-2015-133242,2015-06-18,33.02,5
KH-16510,CA-2015-133242,2015-06-18,34.60,6
KH-16510,CA-2015-133242,2015-06-18,60.84,7
KH-16510,CA-2015-133242,2015-06-18,467.97,8
KH-16510,CA-2015-104948,2015-11-13,683.33,9
KH-16510,CA-2015-104948,2015-11-13,29.96,10
KH-16510,CA-2015-104948,2015-11-13,9.87,11
KH-16510,CA-2017-111262,2017-10-28,26.18,12
KH-16510,CA-2017-111262,2017-10-28,24.00,13
KH-16510,CA-2017-111262,2017-10-28,15.55,14
KH-16510,CA-2017-117457,2017-12-08,179.95,15
KH-16510,CA-2017-117457,2017-12-08,1336.83,16
KH-16510,CA-2017-117457,2017-12-08,1199.98,17
KH-16510,CA-2017-117457,2017-12-08,27.15,18
KH-16510,CA-2017-117457,2017-12-08,1004.02,19
KH-16510,CA-2017-117457,2017-12-08,9.68,20
KH-16510,CA-2017-117457,2017-12-08,28.35,21
KH-16510,CA-2017-117457,2017-12-08,55.98,22
KH-16510,CA-2017-117457,2017-12-08,113.57,23
KH-16630,CA-2014-102673,2014-11-01,47.81,1
KH-16630,CA-2014-102673,2014-11-01,978.84,2
KH-16630,CA-2014-102673,2014-11-01,10.27,3
KH-16630,CA-2014-102673,2014-11-01,7.52,4
KH-16630,CA-2015-132633,2015-02-03,12.14,5
KH-16630,CA-2015-109575,2015-09-18,41.96,6
KH-16630,CA-2015-109575,2015-09-18,636.86,7
KH-16630,CA-2015-109575,2015-09-18,499.99,8
KH-16630,CA-2015-109575,2015-09-18,65.08,9
KH-16630,CA-2015-109575,2015-09-18,1259.93,10
KH-16630,CA-2016-103037,2016-07-25,15.71,11
KH-16630,CA-2016-100153,2016-12-13,63.88,12
KH-16630,CA-2017-147403,2017-09-10,85.06,13
KH-16630,CA-2017-166898,2017-09-11,19.44,14
KH-16630,CA-2017-166898,2017-09-11,143.95,15
KH-16630,CA-2017-152275,2017-10-01,6.67,16
KH-16630,CA-2017-164049,2017-11-02,23.85,17
KH-16690,CA-2014-163223,2014-03-21,9.32,1
KH-16690,CA-2014-163223,2014-03-21,122.97,2
KH-16690,CA-2014-163223,2014-03-21,14.40,3
KH-16690,CA-2014-163223,2014-03-21,3499.93,4
KH-16690,CA-2015-119102,2015-05-23,51.45,5
KH-16690,CA-2015-150714,2015-10-26,718.64,6
KH-16690,CA-2015-150714,2015-10-26,146.54,7
KH-16690,CA-2015-150714,2015-10-26,131.90,8
KH-16690,CA-2015-150714,2015-10-26,203.88,9
KH-16690,CA-2015-150714,2015-10-26,14.30,10
KH-16690,US-2015-120957,2015-12-07,12.96,11
KH-16690,CA-2016-103891,2016-07-12,95.76,12
KH-16690,CA-2017-118864,2017-06-15,119.96,13
KH-16690,CA-2017-163979,2017-12-28,725.84,14
KL-16555,US-2014-141215,2014-06-15,8.57,1
KL-16555,US-2014-141215,2014-06-15,99.92,2
KL-16555,US-2014-141215,2014-06-15,797.94,3
KL-16555,CA-2014-111451,2014-12-26,300.42,4
KL-16555,CA-2014-111451,2014-12-26,230.35,5
KL-16555,CA-2014-111451,2014-12-26,218.35,6
KL-16555,CA-2014-111451,2014-12-26,78.60,7
KL-16555,CA-2014-111451,2014-12-26,27.55,8
KL-16555,US-2016-129469,2016-09-23,4.91,9
KL-16555,US-2016-153815,2016-11-06,88.77,10
KL-16555,US-2016-153815,2016-11-06,36.11,11
KL-16555,US-2016-153815,2016-11-06,207.98,12
KL-16555,US-2016-153815,2016-11-06,35.57,13
KL-16555,CA-2017-160395,2016-12-31,3.64,14
KL-16555,CA-2017-160395,2016-12-31,159.77,15
KL-16555,CA-2017-103478,2017-07-21,94.19,16
KL-16555,CA-2017-103478,2017-07-21,2.86,17
KL-16555,CA-2017-147760,2017-11-04,523.76,18
KL-16555,CA-2017-147760,2017-11-04,1359.96,19
KL-16555,CA-2017-147333,2017-12-14,159.80,20
KL-16555,CA-2017-147333,2017-12-14,44.75,21
KL-16645,CA-2014-143917,2014-07-25,53.72,1
KL-16645,CA-2014-143917,2014-07-25,77.92,2
KL-16645,CA-2014-143917,2014-07-25,8187.65,3
KL-16645,CA-2014-154641,2014-08-11,375.34,4
KL-16645,CA-2015-115798,2015-11-13,42.28,5
KL-16645,CA-2015-115798,2015-11-13,377.97,6
KL-16645,CA-2015-115798,2015-11-13,89.98,7
KL-16645,CA-2015-115798,2015-11-13,299.97,8
KL-16645,CA-2016-133725,2016-05-23,1979.93,9
KL-16645,CA-2016-157749,2016-06-04,31.98,10
KL-16645,CA-2016-157749,2016-06-04,7.41,11
KL-16645,CA-2016-157749,2016-06-04,4.04,12
KL-16645,CA-2016-157749,2016-06-04,177.23,13
KL-16645,CA-2016-157749,2016-06-04,25.92,14
KL-16645,CA-2016-157749,2016-06-04,419.68,15
KL-16645,CA-2016-157749,2016-06-04,11.69,16
KL-16645,CA-2016-133550,2016-07-31,272.94,17
KL-16645,CA-2016-133550,2016-07-31,118.99,18
KL-16645,CA-2016-133550,2016-07-31,635.96,19
KL-16645,CA-2016-133550,2016-07-31,283.14,20
KL-16645,CA-2016-157742,2016-12-29,27.79,21
KL-16645,CA-2017-112900,2017-04-09,478.24,22
KL-16645,CA-2017-164042,2017-05-23,18.32,23
KL-16645,CA-2017-164042,2017-05-23,1.82,24
KL-16645,CA-2017-164042,2017-05-23,48.82,25
KL-16645,CA-2017-164042,2017-05-23,1.19,26
KL-16645,US-2017-140312,2017-11-13,22.00,27
KM-16225,CA-2015-108665,2015-07-06,155.82,1
KM-16225,CA-2015-108665,2015-07-06,13.96,2
KM-16225,CA-2015-108665,2015-07-06,601.65,3
KM-16225,CA-2015-108665,2015-07-06,124.95,4
KM-16225,US-2015-138093,2015-12-10,27.36,5
KM-16225,US-2015-138093,2015-12-10,542.94,6
KM-16225,US-2015-138093,2015-12-10,26.40,7
KM-16225,US-2015-138093,2015-12-10,134.99,8
KM-16225,CA-2016-119935,2016-11-10,37.30,9
KM-16225,CA-2017-116358,2017-11-02,27.78,10
KM-16225,CA-2017-116358,2017-11-02,18.24,11
KM-16225,CA-2017-148012,2017-12-09,2.62,12
KM-16225,CA-2017-137463,2017-12-16,149.95,13
KM-16225,CA-2017-137463,2017-12-16,44.40,14
KM-16225,CA-2017-137463,2017-12-16,189.95,15
KM-16225,CA-2017-137463,2017-12-16,5.98,16
KM-16225,CA-2017-137463,2017-12-16,29.95,17
KM-16375,CA-2014-143903,2014-07-20,342.86,1
KM-16375,CA-2014-143903,2014-07-20,16.74,2
KM-16375,CA-2014-143903,2014-07-20,981.37,3
KM-16375,CA-2014-133592,2014-12-31,195.64,4
KM-16375,CA-2014-133592,2014-12-31,605.88,5
KM-16375,CA-2014-133592,2014-12-31,341.96,6
KM-16375,CA-2014-133592,2014-12-31,1687.80,7
KM-16375,CA-2014-133592,2014-12-31,14.94,8
KM-16375,CA-2015-163734,2015-06-19,228.92,9
KM-16375,CA-2015-148628,2015-12-06,32.75,10
KM-16375,CA-2016-159212,2016-11-01,21.80,11
KM-16375,CA-2016-159212,2016-11-01,251.79,12
KM-16375,CA-2017-135937,2017-02-20,68.70,13
KM-16375,CA-2017-135937,2017-02-20,386.91,14
KM-16375,CA-2017-135937,2017-02-20,333.58,15
KM-16375,CA-2017-135937,2017-02-20,31.99,16
KM-16375,CA-2017-135937,2017-02-20,51.17,17
KM-16375,CA-2017-135937,2017-02-20,10.64,18
KM-16375,CA-2017-159135,2017-11-04,4.30,19
KM-16660,CA-2014-133543,2014-12-22,11.76,1
KM-16660,US-2015-168732,2015-12-10,101.94,2
KM-16660,US-2015-168732,2015-12-10,25.92,3
KM-16660,US-2015-168732,2015-12-10,1.78,4
KM-16660,CA-2016-140046,2016-07-28,18.90,5
KM-16660,CA-2016-132990,2016-08-01,19.31,6
KM-16660,CA-2017-154116,2017-12-15,54.32,7
KM-16660,CA-2017-154116,2017-12-15,196.78,8
KM-16660,CA-2017-154116,2017-12-15,22.83,9
KM-16720,CA-2014-169033,2014-03-30,49.65,1
KM-16720,US-2014-157021,2014-04-01,29.60,2
KM-16720,US-2014-157021,2014-04-01,17.09,3
KM-16720,CA-2014-100678,2014-04-18,317.06,4
KM-16720,CA-2014-100678,2014-04-18,149.35,5
KM-16720,CA-2014-100678,2014-04-18,227.98,6
KM-16720,CA-2014-100678,2014-04-18,2.69,7
KM-16720,CA-2014-126760,2014-07-26,170.97,8
KM-16720,CA-2014-126760,2014-07-26,911.98,9
KM-16720,CA-2014-126760,2014-07-26,674.35,10
KM-16720,CA-2014-126760,2014-07-26,134.01,11
KM-16720,US-2015-106873,2015-09-24,16.46,12
KM-16720,US-2015-106873,2015-09-24,23.20,13
KM-16720,US-2015-106873,2015-09-24,14.58,14
KM-16720,CA-2015-135545,2015-11-24,79.76,15
KM-16720,CA-2015-135545,2015-11-24,146.73,16
KM-16720,CA-2015-135545,2015-11-24,13.98,17
KM-16720,CA-2015-135545,2015-11-24,25.82,18
KM-16720,CA-2016-109666,2016-04-19,25.98,19
KM-16720,CA-2016-109666,2016-04-19,3.28,20
KM-16720,CA-2016-109666,2016-04-19,7.76,21
KM-16720,CA-2016-109666,2016-04-19,71.96,22
KM-16720,CA-2016-109666,2016-04-19,54.90,23
KM-16720,CA-2016-109666,2016-04-19,9.28,24
KM-16720,CA-2016-109666,2016-04-19,459.88,25
KM-16720,CA-2017-167395,2017-12-02,4.36,26
KM-16720,CA-2017-167395,2017-12-02,286.86,27
KM-16720,CA-2017-167395,2017-12-02,979.95,28
KN-16390,CA-2014-132864,2014-12-02,119.80,1
KN-16390,CA-2015-109001,2015-03-05,10.31,2
KN-16390,CA-2015-109001,2015-03-05,466.16,3
KN-16390,CA-2015-109001,2015-03-05,2.56,4
KN-16390,CA-2015-154823,2015-08-21,598.46,5
KN-16390,CA-2015-154823,2015-08-21,12.83,6
KN-16390,CA-2015-154823,2015-08-21,25.98,7
KN-16390,CA-2015-132388,2015-10-10,31.05,8
KN-16390,CA-2015-132388,2015-10-10,362.14,9
KN-16390,CA-2017-140802,2017-04-21,47.98,10
KN-16390,CA-2017-140802,2017-04-21,20.74,11
KN-16390,CA-2017-113908,2017-06-03,384.77,12
KN-16390,CA-2017-113908,2017-06-03,78.66,13
KN-16390,CA-2017-113908,2017-06-03,45.36,14
KN-16390,CA-2017-164959,2017-07-11,8.67,15
KN-16390,CA-2017-113460,2017-11-07,272.97,16
KN-16390,CA-2017-129581,2017-12-11,128.85,17
KN-16450,CA-2014-154599,2014-04-12,18.09,1
KN-16450,CA-2014-154599,2014-04-12,1075.09,2
KN-16450,CA-2014-154599,2014-04-12,438.37,3
KN-16450,CA-2014-154599,2014-04-12,308.50,4
KN-16450,CA-2014-112718,2014-12-16,1.17,5
KN-16450,CA-2015-123456,2015-07-09,48.63,6
KN-16450,CA-2015-155145,2015-12-27,7.92,7
KN-16450,CA-2017-155621,2017-11-08,274.20,8
KN-16705,CA-2014-107524,2014-03-02,36.40,1
KN-16705,CA-2014-107524,2014-03-02,11.36,2
KN-16705,CA-2014-157609,2014-03-16,471.92,3
KN-16705,US-2014-143287,2014-11-11,7.30,4
KN-16705,US-2014-143287,2014-11-11,223.92,5
KN-16705,CA-2015-105613,2015-10-18,73.16,6
KN-16705,CA-2015-105613,2015-10-18,27.70,7
KN-16705,CA-2017-102554,2017-06-11,3.76,8
KN-16705,CA-2017-126067,2017-08-28,5.56,9
KN-16705,CA-2017-126067,2017-08-28,99.68,10
KN-16705,CA-2017-126067,2017-08-28,35.17,11
KN-16705,CA-2017-126067,2017-08-28,1137.75,12
KN-16705,CA-2017-138422,2017-09-23,14.35,13
KS-16300,CA-2015-169677,2015-01-13,9.82,1
KS-16300,CA-2015-155124,2015-03-15,16.78,2
KS-16300,CA-2017-155824,2017-03-10,48.78,3
KS-16300,CA-2017-155824,2017-03-10,13.09,4
KT-16465,CA-2014-146283,2014-09-08,17.90,1
KT-16465,CA-2014-146283,2014-09-08,966.70,2
KT-16465,CA-2014-146283,2014-09-08,182.11,3
KT-16465,US-2014-117170,2014-09-17,4.62,4
KT-16465,US-2014-117170,2014-09-17,47.98,5
KT-16465,US-2014-151925,2014-09-26,145.57,6
KT-16465,CA-2015-158456,2015-12-24,19.94,7
KT-16465,CA-2015-158456,2015-12-24,45.92,8
KT-16465,US-2016-133879,2016-03-21,528.43,9
KT-16465,US-2016-133879,2016-03-21,3.17,10
KT-16465,US-2016-133879,2016-03-21,13.39,11
KT-16465,CA-2016-112669,2016-04-14,42.98,12
KT-16465,CA-2016-112669,2016-04-14,933.54,13
KT-16465,CA-2016-112060,2016-12-04,104.85,14
KT-16480,US-2014-140116,2014-03-10,83.17,1
KT-16480,US-2014-140116,2014-03-10,636.41,2
KT-16480,CA-2014-116666,2014-05-08,1799.97,3
KT-16480,CA-2014-155887,2014-05-12,700.06,4
KT-16480,CA-2015-132570,2015-10-31,79.96,5
KT-16480,CA-2015-132570,2015-10-31,2.78,6
KT-16480,CA-2016-146206,2016-09-10,719.96,7
KT-16480,CA-2016-146206,2016-09-10,300.93,8
KT-16480,CA-2017-126718,2017-04-29,4.91,9
KT-16480,CA-2017-142461,2017-05-30,204.67,10
KT-16480,CA-2017-159107,2017-06-24,2.88,11
KT-16480,CA-2017-105326,2017-08-20,25.92,12
KT-16480,CA-2017-123351,2017-09-21,80.48,13
KW-16435,CA-2015-102491,2015-08-24,3080.00,1
KW-16435,CA-2015-102491,2015-08-24,587.97,2
KW-16435,CA-2015-102491,2015-08-24,79.96,3
KW-16435,US-2015-149692,2015-12-06,2.77,4
KW-16435,CA-2016-146682,2016-10-29,67.00,5
KW-16435,CA-2017-115805,2017-07-31,36.79,6
KW-16435,CA-2017-144904,2017-09-25,5.56,7
KW-16435,CA-2017-144904,2017-09-25,47.12,8
KW-16435,CA-2017-144904,2017-09-25,488.65,9
KW-16435,CA-2017-144904,2017-09-25,20.70,10
KW-16570,CA-2014-140886,2014-09-30,69.22,1
KW-16570,CA-2015-102722,2015-04-18,106.50,2
KW-16570,US-2015-124219,2015-08-07,28.40,3
KW-16570,US-2015-158589,2015-11-20,32.04,4
LA-16780,CA-2014-107811,2014-04-29,561.58,1
LA-16780,CA-2014-107811,2014-04-29,99.92,2
LA-16780,CA-2014-163552,2014-07-11,177.20,3
LA-16780,CA-2014-163552,2014-07-11,14.40,4
LA-16780,CA-2014-163552,2014-07-11,197.97,5
LA-16780,CA-2014-163552,2014-07-11,854.94,6
LA-16780,CA-2014-163552,2014-07-11,124.11,7
LA-16780,CA-2015-129700,2015-05-04,22.29,8
LA-16780,CA-2015-125395,2015-06-26,41.90,9
LA-16780,CA-2016-108882,2016-01-09,377.93,10
LA-16780,CA-2016-108882,2016-01-09,349.95,11
LA-16780,CA-2016-122903,2016-05-27,144.12,12
LA-16780,CA-2016-122903,2016-05-27,3504.90,13
LA-16780,CA-2016-122903,2016-05-27,314.55,14
LA-16780,CA-2016-164091,2016-09-17,437.85,15
LA-16780,CA-2016-164091,2016-09-17,109.48,16
LA-16780,CA-2016-155187,2016-09-24,41.96,17
LA-16780,CA-2016-123806,2016-11-24,207.76,18
LA-16780,CA-2016-132829,2016-12-23,45.36,19
LA-16780,CA-2016-132829,2016-12-23,287.88,20
LA-16780,CA-2016-132829,2016-12-23,131.88,21
LA-16780,CA-2016-132829,2016-12-23,2.33,22
LA-16780,CA-2016-132829,2016-12-23,453.58,23
LA-16780,CA-2017-130771,2017-07-29,124.79,24
LA-16780,CA-2017-130771,2017-07-29,2.90,25
LB-16735,CA-2016-111115,2016-07-25,21.48,1
LB-16735,CA-2017-160045,2017-04-26,1.99,2
LB-16735,CA-2017-154088,2017-11-12,26.72,3
LB-16795,US-2014-150119,2014-04-23,281.37,1
LB-16795,US-2014-150119,2014-04-23,22.34,2
LB-16795,US-2014-150119,2014-04-23,281.37,3
LB-16795,US-2014-150119,2014-04-23,7.49,4
LB-16795,CA-2016-124583,2016-09-01,12.78,5
LB-16795,US-2016-157490,2016-10-06,67.96,6
LB-16795,US-2016-157490,2016-10-06,11.98,7
LB-16795,US-2016-157490,2016-10-06,703.71,8
LB-16795,US-2016-157490,2016-10-06,17.90,9
LB-16795,CA-2016-131968,2016-11-11,671.54,10
LB-16795,CA-2016-131968,2016-11-11,9.89,11
LB-16795,US-2016-162103,2016-11-13,3.14,12
LB-16795,US-2016-155768,2016-12-01,22.92,13
LB-16795,US-2016-155768,2016-12-01,47.90,14
LB-16795,US-2016-155768,2016-12-01,31.96,15
LB-16795,US-2016-155768,2016-12-01,1112.94,16
LB-16795,CA-2017-118199,2017-05-09,147.92,17
LB-16795,CA-2017-118199,2017-05-09,286.85,18
LB-16795,CA-2017-118199,2017-05-09,66.96,19
LB-16795,CA-2017-118199,2017-05-09,199.98,20
LB-16795,CA-2017-118199,2017-05-09,104.28,21
LB-16795,CA-2017-147032,2017-07-31,849.95,22
LB-16795,CA-2017-147032,2017-07-31,11.54,23
LB-16795,CA-2017-147032,2017-07-31,11.01,24
LC-16870,CA-2015-150770,2015-05-03,49.57,1
LC-16870,CA-2015-150770,2015-05-03,339.96,2
LC-16870,CA-2015-150770,2015-05-03,8.82,3
LC-16870,CA-2015-150770,2015-05-03,62.50,4
LC-16870,US-2015-156867,2015-11-13,102.36,5
LC-16870,US-2015-156867,2015-11-13,238.90,6
LC-16870,CA-2016-111283,2016-02-29,111.10,7
LC-16870,CA-2016-110898,2016-03-06,1.73,8
LC-16870,CA-2016-110898,2016-03-06,2.33,9
LC-16870,CA-2016-110898,2016-03-06,145.98,10
LC-16870,CA-2016-110898,2016-03-06,159.04,11
LC-16870,CA-2016-167584,2016-08-12,6.48,12
LC-16870,CA-2017-113705,2017-03-27,292.10,13
LC-16870,CA-2017-113705,2017-03-27,206.10,14
LC-16870,CA-2017-113705,2017-03-27,17.76,15
LC-16870,CA-2017-113705,2017-03-27,8.26,16
LC-16870,CA-2017-113705,2017-03-27,332.94,17
LC-16870,US-2017-125647,2017-09-23,73.18,18
LC-16870,US-2017-125647,2017-09-23,20.74,19
LC-16870,US-2017-125647,2017-09-23,39.98,20
LC-16870,CA-2017-118017,2017-12-03,10.32,21
LC-16870,CA-2017-118017,2017-12-03,102.34,22
LC-16870,CA-2017-118017,2017-12-03,13.34,23
LC-16870,CA-2017-118017,2017-12-03,16.19,24
LC-16870,CA-2017-118017,2017-12-03,16.72,25
